Level;DisplayName;RequiredLevel;MaximumInfluence;InfluenceCost;CurrencyCost;SanityCheck;GameEventId;RecipeLevel;RollBonus;GatheringMultiplier;GatheringEfficiency;MaxGatherableLevel;IconTypeUnlock;GatherableLevelModifier;%Increase;Intensify;EntitlementId;XpReward
0;;0;100;0;0;false;;0;0;0;0;10;;0;0;0;;0
1;;0;110;100;0;true;;0;10;0;0.05000000074505806;10;;1;0.05000000074505806;1;;5
2;;0;120;110;0;true;;0;20;0;0.10000000149011612;10;;1.0499999523162842;0.05014999955892563;1.003000020980835;;6
3;;0;130;120;0;true;;0;30;0;0.15000000596046448;10;;1.1026575565338135;0.05028540641069412;1.0026999711990356;;6
4;;0;140;130;0;true;;0;40;0;0.20000000298023224;10;;1.1581051349639893;0.050406090915203094;1.0024000406265259;;7
5;;0;150;140;0;true;;0;50;0;0.25;10;;1.2164806127548218;0.05051194131374359;1.0020999908447266;;7
6;;0;160;150;0;true;;0;60;0;0.30000001192092896;10;;1.2779273986816406;0.05060286447405815;1.0017999410629272;;8
7;;0;170;160;0;true;;0;70;0;0.3499999940395355;10;;1.3425942659378052;0.05067876726388931;1.0015000104904175;;8
8;;0;180;170;0;true;;0;80;0;0.4000000059604645;10;;1.410635232925415;0.050739582628011703;1.0011999607086182;;9
9;;0;190;180;0;true;;0;90;0;0.44999998807907104;10;;1.4822102785110474;0.05078524723649025;1.0009000301361084;;9
10;;0;200;190;0;true;;0;100;0;0.5;15;;1.557484745979309;0.05081572011113167;1.000599980354309;;10
11;;0;210;200;0;true;;0;110;0;0.550000011920929;15;;1.6366294622421265;0.050830963999032974;1.0003000497817993;;10
12;;0;220;210;0;true;;0;120;0;0.6000000238418579;15;;1.7198208570480347;0.050830963999032974;1;;11
13;;0;230;220;0;true;;0;130;0;0.6499999761581421;15;;1.8072409629821777;0.05081571638584137;0.9997000098228455;;11
14;;0;240;230;0;true;;0;140;0;0.699999988079071;15;;1.899077296257019;0.05078522488474846;0.9994000196456909;;12
15;;0;250;240;0;true;;0;150;0;0.75;15;;1.995522379875183;0.05073951929807663;0.9991000294685364;;12
16;;0;260;250;0;true;;0;160;0;0.800000011920929;15;;2.096774101257324;0.05067863315343857;0.9987999796867371;;13
17;;0;270;260;0;true;;0;170;0;0.8500000238418579;15;;2.203035831451416;0.050602614879608154;0.9984999895095825;;14
18;;0;280;270;0;true;;0;180;0;0.8999999761581421;15;;2.3145151138305664;0.05051152780652046;0.998199999332428;;15
19;;0;290;280;0;true;;0;190;0;0.949999988079071;15;;2.431424856185913;0.05040545389056206;0.9979000091552734;;16
20;;0;300;290;0;true;;0;200;0;1;15;;2.5539820194244385;0.050284482538700104;0.9976000189781189;;17
21;;0;310;300;0;true;;0;210;0;1.003000020980835;15;;2.6824076175689697;0.05014871433377266;0.9973000288009644;;18
22;;0;320;310;0;true;;0;220;0;1.00600004196167;15;;2.816926956176758;0.049998268485069275;0.996999979019165;;19
23;;0;330;320;0;true;;0;230;0;1.0089999437332153;15;;2.957768440246582;0.0498332716524601;0.9966999888420105;;20
24;;0;340;330;0;true;;0;240;0;1.0119999647140503;15;;3.10516357421875;0.04965387284755707;0.996399998664856;;21
25;@ui_smallprey;0;350;340;0;true;;0;250;0;1.0149999856948853;20;SmallPrey;3.2593469619750977;0.04946022480726242;0.9961000084877014;;22
26;;0;360;350;0;true;;0;260;0;1.0180000066757202;20;;3.4205551147460938;0.04925249144434929;0.9958000183105469;;23
27;;0;370;360;0;true;;0;270;0;1.0210000276565552;20;;3.5890259742736816;0.0490308552980423;0.9955000281333923;;24
28;;0;380;370;0;true;;0;280;0;1.0240000486373901;20;;3.7649989128112793;0.04879550635814667;0.995199978351593;;25
29;;0;390;380;0;true;;0;290;0;1.0269999504089355;20;;3.948714017868042;0.048546649515628815;0.9948999881744385;;26
30;;0;400;390;0;true;;0;300;0;1.0299999713897705;20;;4.140410900115967;0.04828449711203575;0.9945999979972839;;27
31;;0;410;400;0;true;;0;310;0;1.0329999923706055;20;;4.340328693389893;0.048009276390075684;0.9943000078201294;;28
32;;0;420;410;0;true;;0;320;0;1.0360000133514404;20;;4.548704624176025;0.047721218317747116;0.9940000176429749;;29
33;;0;430;420;0;true;;0;330;0;1.0390000343322754;20;;4.765774250030518;0.047420576214790344;0.9937000274658203;;30
34;;0;440;430;0;true;;0;340;0;1.0420000553131104;20;;4.991769790649414;0.047107599675655365;0.993399977684021;;31
35;;0;450;440;0;true;;0;350;0;1.0449999570846558;20;;5.226920127868652;0.04678255692124367;0.9930999875068665;;32
36;;0;460;450;0;true;;0;360;0;1.0479999780654907;20;;5.47144889831543;0.04644572362303734;0.9927999973297119;;33
37;;0;470;460;0;true;;0;370;0;1.0509999990463257;20;;5.725574493408203;0.04609737917780876;0.9925000071525574;;34
38;;0;480;470;0;true;;0;380;0;1.0540000200271606;20;;5.989508152008057;0.045737821608781815;0.9922000169754028;;35
39;;0;490;480;0;true;;0;390;0;1.0570000410079956;20;;6.263455390930176;0.045367345213890076;0.9919000267982483;;36
40;;0;500;490;0;true;;0;400;0;1.059999942779541;25;;6.547611713409424;0.04498625919222832;0.991599977016449;;37
41;;0;510;500;0;true;;0;410;0;1.062999963760376;25;;6.842164516448975;0.04459488019347191;0.9912999868392944;;39
42;;0;520;510;0;true;;0;420;0;1.065999984741211;25;;7.147289752960205;0.04419352486729622;0.9909999966621399;;40
43;;0;530;520;0;true;;0;430;0;1.069000005722046;25;;7.463153839111328;0.04378252476453781;0.9907000064849854;;42
44;;0;540;530;0;true;;0;440;0;1.0720000267028809;25;;7.789909362792969;0.04336221143603325;0.9904000163078308;;43
45;;0;550;540;0;true;;0;450;0;1.0750000476837158;25;;8.127696990966797;0.04293292760848999;0.9901000261306763;;45
46;;0;560;550;0;true;;0;460;0;1.0779999494552612;25;;8.476642608642578;0.042495012283325195;0.989799976348877;;46
47;;0;570;560;0;true;;0;470;0;1.0809999704360962;25;;8.836857795715332;0.04204881191253662;0.9894999861717224;;48
48;;0;580;570;0;true;;0;480;0;1.0839999914169312;25;;9.208436965942383;0.04159468784928322;0.9891999959945679;;49
49;;0;590;580;0;true;;0;490;0;1.0870000123977661;25;;9.591459274291992;0.041132986545562744;0.9889000058174133;;51
50;@ui_mediumprey;0;600;590;0;true;;0;500;0;1.090000033378601;25;MediumPrey;9.985984802246094;0.04066406935453415;0.9886000156402588;;52
51;;0;610;600;0;true;;0;510;0;1.093000054359436;25;;10.39205551147461;0.040188297629356384;0.9883000254631042;;54
52;;0;620;610;0;true;;0;520;0;1.0959999561309814;25;;10.809694290161133;0.039706040173769;0.9879999756813049;;56
53;;0;630;620;0;true;;0;530;0;1.0989999771118164;25;;11.23890495300293;0.03921765461564064;0.9876999855041504;;58
54;;0;640;630;0;true;;0;540;0;1.1019999980926514;25;;11.679668426513672;0.03872351348400116;0.9873999953269958;;60
55;;0;651;640;0;true;;0;550;0;1.1050000190734863;30;;12.131946563720703;0.038223978132009506;0.9871000051498413;;62
56;;0;660;651;0;true;;0;560;0;1.1080000400543213;30;;12.595677375793457;0.037719424813985825;0.9868000149726868;;64
57;;0;670;660;0;true;;0;570;0;1.1109999418258667;30;;13.070778846740723;0.03721021115779877;0.9865000247955322;;66
58;;0;681;670;0;true;;0;580;0;1.1139999628067017;30;;13.557145118713379;0.03669670969247818;0.9861999750137329;;68
59;;0;691;681;0;true;;0;590;0;1.1169999837875366;30;;14.054648399353027;0.03617928549647331;0.9858999848365784;;70
60;;0;701;691;0;true;;0;600;0;1.1200000047683716;30;;14.563135147094727;0.035658303648233414;0.9855999946594238;;72
61;;0;710;701;0;true;;0;610;0;1.1230000257492065;30;;15.08243179321289;0.03513412922620773;0.9853000044822693;;74
62;;0;721;710;0;true;;0;620;0;1.1260000467300415;30;;15.612339973449707;0.034607116132974625;0.9850000143051147;;76
63;;0;731;721;0;true;;0;630;0;1.128999948501587;30;;16.152637481689453;0.03407762572169304;0.9847000241279602;;78
64;;0;741;731;0;true;;0;640;0;1.1319999694824219;30;;16.703081130981445;0.03354601562023163;0.9843999743461609;;80
65;;0;751;741;0;true;;0;650;0;1.1349999904632568;30;;17.263402938842773;0.03301263600587845;0.9840999841690063;;82
66;;0;761;751;0;true;;0;660;0;1.1380000114440918;30;;17.833314895629883;0.03247782960534096;0.9837999939918518;;84
67;;0;771;761;0;true;;0;670;0;1.1410000324249268;30;;18.41250228881836;0.03194194659590721;0.9835000038146973;;86
68;;0;781;771;0;true;;0;680;0;1.1440000534057617;30;;19.000633239746094;0.03140532225370407;0.9832000136375427;;88
69;;0;791;781;0;true;;0;690;0;1.1469999551773071;30;;19.597352981567383;0.03086828999221325;0.9829000234603882;;90
70;;0;801;791;0;true;;0;700;0;1.149999976158142;35;;0;0;0;;92
71;;0;811;801;0;true;;0;710;0;1.152999997138977;35;;0;0;0;;94
72;;0;821;811;0;true;;0;720;0;1.156000018119812;35;;0;0;0;;96
73;;0;831;821;0;true;;0;730;0;1.159000039100647;35;;0;0;0;;98
74;;0;841;831;0;true;;0;740;0;1.1619999408721924;35;;0;0;0;;100
75;@ui_largeprey;0;851;841;0;true;;0;750;0;1.1649999618530273;35;LargePrey;0;0;0;;102
76;;0;861;851;0;true;;0;760;0;1.1679999828338623;35;;0;0;0;;105
77;;0;871;861;0;true;;0;770;0;1.1710000038146973;35;;0;0;0;;107
78;;0;881;871;0;true;;0;780;0;1.1740000247955322;35;;0;0;0;;110
79;;0;891;881;0;true;;0;790;0;1.1770000457763672;35;;0;0;0;;112
80;;0;901;891;0;true;;0;800;0;1.1799999475479126;35;;0;0;0;;115
81;;0;911;901;0;true;;0;810;0;1.1829999685287476;35;;0;0;0;;117
82;;0;921;911;0;true;;0;820;0;1.1859999895095825;35;;0;0;0;;120
83;;0;931;921;0;true;;0;830;0;1.1890000104904175;35;;0;0;0;;122
84;;0;941;931;0;true;;0;840;0;1.1920000314712524;35;;0;0;0;;125
85;;0;951;941;0;true;;0;850;0;1.1950000524520874;40;;0;0;0;;127
86;;0;961;951;0;true;;0;860;0;1.1979999542236328;40;;0;0;0;;130
87;;0;971;961;0;true;;0;870;0;1.2009999752044678;40;;0;0;0;;132
88;;0;981;971;0;true;;0;880;0;1.2039999961853027;40;;0;0;0;;135
89;;0;991;981;0;true;;0;890;0;1.2070000171661377;40;;0;0;0;;137
90;;0;1000;991;0;true;;0;900;0;1.2100000381469727;40;;0;0;0;;140
91;;0;1010;1000;0;true;;0;910;0;1.2130000591278076;40;;0;0;0;;142
92;;0;1020;1010;0;true;;0;920;0;1.215999960899353;40;;0;0;0;;145
93;;0;1030;1020;0;true;;0;930;0;1.218999981880188;40;;0;0;0;;147
94;;0;1040;1030;0;true;;0;940;0;1.222000002861023;40;;0;0;0;;150
95;;0;1050;1040;0;true;;0;950;0;1.225000023841858;40;;0;0;0;;152
96;;0;1060;1050;0;true;;0;960;0;1.2280000448226929;40;;0;0;0;;155
97;;0;1070;1060;0;true;;0;970;0;1.2309999465942383;40;;0;0;0;;157
98;;0;1080;1070;0;true;;0;980;0;1.2339999675750732;40;;0;0;0;;160
99;;0;1090;1080;0;true;;0;990;0;1.2369999885559082;40;;0;0;0;;162
100;;0;1100;1090;0;true;;0;1000;0;1.2400000095367432;45;;0;0;0;;165
101;;0;1105;1100;0;true;;0;1010;0;1.2430000305175781;45;;0;0;0;;168
102;;0;1110;1105;0;true;;0;1020;0;1.246000051498413;45;;0;0;0;;171
103;;0;1115;1110;0;true;;0;1030;0;1.2489999532699585;45;;0;0;0;;174
104;;0;1120;1115;0;true;;0;1040;0;1.2519999742507935;45;;0;0;0;;177
105;;0;1125;1120;0;true;;0;1050;0;1.2549999952316284;45;;0;0;0;;180
106;;0;1130;1125;0;true;;0;1060;0;1.2580000162124634;45;;0;0;0;;183
107;;0;1135;1130;0;true;;0;1070;0;1.2610000371932983;45;;0;0;0;;186
108;;0;1140;1135;0;true;;0;1080;0;1.2640000581741333;45;;0;0;0;;189
109;;0;1145;1140;0;true;;0;1090;0;1.2669999599456787;45;;0;0;0;;192
110;;0;1150;1145;0;true;;0;1100;0;1.2699999809265137;45;;0;0;0;;195
111;;0;1155;1150;0;true;;0;1110;0;1.2730000019073486;45;;0;0;0;;198
112;;0;1160;1155;0;true;;0;1120;0;1.2760000228881836;45;;0;0;0;;201
113;;0;1165;1160;0;true;;0;1130;0;1.2790000438690186;45;;0;0;0;;204
114;;0;1170;1165;0;true;;0;1140;0;1.281999945640564;45;;0;0;0;;207
115;;0;1175;1170;0;true;;0;1150;0;1.284999966621399;50;;0;0;0;;210
116;;0;1180;1175;0;true;;0;1160;0;1.2879999876022339;50;;0;0;0;;213
117;;0;1185;1180;0;true;;0;1170;0;1.2910000085830688;50;;0;0;0;;216
118;;0;1190;1185;0;true;;0;1180;0;1.2940000295639038;50;;0;0;0;;219
119;;0;1195;1190;0;true;;0;1190;0;1.2970000505447388;50;;0;0;0;;222
120;;0;1200;1195;0;true;;0;1200;0;1.2999999523162842;50;;0;0;0;;225
121;;0;1205;1200;0;true;;0;1210;0;1.3029999732971191;50;;0;0;0;;228
122;;0;1210;1205;0;true;;0;1220;0;1.305999994277954;50;;0;0;0;;231
123;;0;1215;1210;0;true;;0;1230;0;1.309000015258789;50;;0;0;0;;234
124;;0;1220;1215;0;true;;0;1240;0;1.312000036239624;50;;0;0;0;;237
125;@ui_smallpredator;0;1225;1220;0;true;;0;1250;0;1.315000057220459;50;SmallPredator;0;0;0;;240
126;;0;1230;1225;0;true;;0;1260;0;1.3179999589920044;50;;0;0;0;;243
127;;0;1235;1230;0;true;;0;1270;0;1.3209999799728394;50;;0;0;0;;247
128;;0;1240;1235;0;true;;0;1280;0;1.3240000009536743;50;;0;0;0;;250
129;;0;1245;1240;0;true;;0;1290;0;1.3270000219345093;50;;0;0;0;;254
130;;0;1250;1245;0;true;;0;1300;0;1.3300000429153442;55;;0;0;0;;257
131;;0;1255;1250;0;true;;0;1310;0;1.3329999446868896;55;;0;0;0;;261
132;;0;1260;1255;0;true;;0;1320;0;1.3359999656677246;55;;0;0;0;;264
133;;0;1265;1260;0;true;;0;1330;0;1.3389999866485596;55;;0;0;0;;268
134;;0;1270;1265;0;true;;0;1340;0;1.3420000076293945;55;;0;0;0;;271
135;;0;1275;1270;0;true;;0;1350;0;1.3450000286102295;55;;0;0;0;;275
136;;0;1280;1275;0;true;;0;1360;0;1.3480000495910645;55;;0;0;0;;278
137;;0;1285;1280;0;true;;0;1370;0;1.3509999513626099;55;;0;0;0;;282
138;;0;1290;1285;0;true;;0;1380;0;1.3539999723434448;55;;0;0;0;;285
139;;0;1295;1290;0;true;;0;1390;0;1.3569999933242798;55;;0;0;0;;289
140;;0;1300;1295;0;true;;0;1400;0;1.3600000143051147;55;;0;0;0;;292
141;;0;1305;1300;0;true;;0;1410;0;1.3630000352859497;55;;0;0;0;;296
142;;0;1310;1305;0;true;;0;1420;0;1.3660000562667847;55;;0;0;0;;299
143;;0;1315;1310;0;true;;0;1430;0;1.36899995803833;55;;0;0;0;;303
144;;0;1320;1315;0;true;;0;1440;0;1.371999979019165;55;;0;0;0;;306
145;;0;1325;1320;0;true;;0;1450;0;1.375;60;;0;0;0;;310
146;;0;1330;1325;0;true;;0;1460;0;1.378000020980835;60;;0;0;0;;313
147;;0;1335;1330;0;true;;0;1470;0;1.38100004196167;60;;0;0;0;;317
148;;0;1340;1335;0;true;;0;1480;0;1.3839999437332153;60;;0;0;0;;320
149;;0;1345;1340;0;true;;0;1490;0;1.3869999647140503;60;;0;0;0;;324
150;;0;1350;1345;0;true;;0;1500;0;1.3899999856948853;60;;0;0;0;;327
151;;0;1355;1350;0;true;;0;1510;0;1.3930000066757202;60;;0;0;0;;331
152;;0;1360;1355;0;true;;0;1520;0;1.3960000276565552;60;;0;0;0;;334
153;;0;1365;1360;0;true;;0;1530;0;1.3990000486373901;60;;0;0;0;;338
154;;0;1370;1365;0;true;;0;1540;0;1.4019999504089355;60;;0;0;0;;341
155;;0;1375;1370;0;true;;0;1550;0;1.4049999713897705;60;;0;0;0;;345
156;;0;1380;1375;0;true;;0;1560;0;1.4079999923706055;60;;0;0;0;;348
157;;0;1385;1380;0;true;;0;1570;0;1.4110000133514404;60;;0;0;0;;352
158;;0;1390;1385;0;true;;0;1580;0;1.4140000343322754;60;;0;0;0;;355
159;;0;1395;1390;0;true;;0;1590;0;1.4170000553131104;60;;0;0;0;;359
160;;0;1400;1395;0;true;;0;1600;0;1.4199999570846558;61;;0;0;0;;362
161;;0;1405;1400;0;true;;0;1610;0;1.4229999780654907;61;;0;0;0;;366
162;;0;1410;1405;0;true;;0;1620;0;1.4259999990463257;61;;0;0;0;;370
163;;0;1415;1410;0;true;;0;1630;0;1.4290000200271606;61;;0;0;0;;374
164;;0;1420;1415;0;true;;0;1640;0;1.4320000410079956;61;;0;0;0;;378
165;;0;1425;1420;0;true;;0;1650;0;1.434999942779541;61;;0;0;0;;382
166;;0;1431;1425;0;true;;0;1660;0;1.437999963760376;61;;0;0;0;;386
167;;0;1435;1431;0;true;;0;1670;0;1.440999984741211;61;;0;0;0;;390
168;;0;1441;1435;0;true;;0;1680;0;1.444000005722046;61;;0;0;0;;394
169;;0;1445;1441;0;true;;0;1690;0;1.4470000267028809;61;;0;0;0;;398
170;;0;1450;1445;0;true;;0;1700;0;1.4500000476837158;62;;0;0;0;;402
171;;0;1456;1450;0;true;;0;1710;0;1.4529999494552612;62;;0;0;0;;406
172;;0;1460;1456;0;true;;0;1720;0;1.4559999704360962;62;;0;0;0;;410
173;;0;1466;1460;0;true;;0;1730;0;1.4589999914169312;62;;0;0;0;;414
174;;0;1470;1466;0;true;;0;1740;0;1.4620000123977661;62;;0;0;0;;418
175;@ui_largepredator;0;1475;1470;0;true;;0;1750;0;1.465000033378601;62;LargePredator;0;0;0;;422
176;;0;1481;1475;0;true;;0;1760;0;1.468000054359436;62;;0;0;0;;427
177;;0;1485;1481;0;true;;0;1770;0;1.4709999561309814;62;;0;0;0;;431
178;;0;1491;1485;0;true;;0;1780;0;1.4739999771118164;62;;0;0;0;;436
179;;0;1496;1491;0;true;;0;1790;0;1.4769999980926514;62;;0;0;0;;440
180;;0;1501;1496;0;true;;0;1800;0;1.4800000190734863;63;;0;0;0;;445
181;;0;1506;1501;0;true;;0;1810;0;1.4830000400543213;63;;0;0;0;;449
182;;0;1511;1506;0;true;;0;1820;0;1.4859999418258667;63;;0;0;0;;454
183;;0;1516;1511;0;true;;0;1830;0;1.4889999628067017;63;;0;0;0;;458
184;;0;1521;1516;0;true;;0;1840;0;1.4919999837875366;63;;0;0;0;;463
185;;0;1526;1521;0;true;;0;1850;0;1.4950000047683716;63;;0;0;0;;467
186;;0;1531;1526;0;true;;0;1860;0;1.4980000257492065;63;;0;0;0;;472
187;;0;1536;1531;0;true;;0;1870;0;1.5010000467300415;63;;0;0;0;;476
188;;0;1541;1536;0;true;;0;1880;0;1.503999948501587;63;;0;0;0;;481
189;;0;1546;1541;0;true;;0;1890;0;1.5069999694824219;63;;0;0;0;;485
190;;0;1551;1546;0;true;;0;1900;0;1.5099999904632568;64;;0;0;0;;490
191;;0;1556;1551;0;true;;0;1910;0;1.5130000114440918;64;;0;0;0;;495
192;;0;1561;1556;0;true;;0;1920;0;1.5160000324249268;64;;0;0;0;;500
193;;0;1566;1561;0;true;;0;1930;0;1.5190000534057617;64;;0;0;0;;505
194;;0;1571;1566;0;true;;0;1940;0;1.5219999551773071;64;;0;0;0;;510
195;;0;1576;1571;0;true;;0;1950;0;1.524999976158142;64;;0;0;0;;515
196;;0;1581;1576;0;true;;0;1960;0;1.527999997138977;64;;0;0;0;;520
197;;0;1586;1581;0;true;;0;1970;0;1.531000018119812;64;;0;0;0;;525
198;;0;1591;1586;0;true;;0;1980;0;1.534000039100647;64;;0;0;0;;530
199;;0;1596;1591;0;true;;0;1990;0;1.5369999408721924;64;;0;0;0;;535
200;;0;1601;1596;0;true;;0;2000;0;1.5399999618530273;67;;0;0;0;;540
201;;0;1606;1601;0;true;;0;2010;0;1.9550000429153442;67;;0;0;0;;578
202;;0;1611;1606;0;true;;0;2020;0;1.9600000381469727;67;;0;0;0;;580
203;;0;1616;1611;0;true;;0;2030;0;1.965000033378601;67;;0;0;0;;583
204;;0;1621;1616;0;true;;0;2040;0;1.9700000286102295;67;;0;0;0;;585
205;;0;1626;1621;0;true;;0;2050;0;1.975000023841858;67;;0;0;0;;588
206;;0;1631;1626;0;true;;0;2060;0;1.9800000190734863;67;;0;0;0;;590
207;;0;1636;1631;0;true;;0;2070;0;1.9850000143051147;67;;0;0;0;;593
208;;0;1641;1636;0;true;;0;2080;0;1.9900000095367432;67;;0;0;0;;595
209;;0;1646;1641;0;true;;0;2090;0;1.9950000047683716;67;;0;0;0;;598
210;;0;1651;1646;0;true;;0;2100;0;2;67;;0;0;0;;600
211;;0;1656;1651;0;true;;0;2110;0;2.005000114440918;67;;0;0;0;;603
212;;0;1661;1656;0;true;;0;2120;0;2.009999990463257;67;;0;0;0;;605
213;;0;1666;1661;0;true;;0;2130;0;2.015000104904175;67;;0;0;0;;608
214;;0;1671;1666;0;true;;0;2140;0;2.0199999809265137;67;;0;0;0;;610
215;;0;1676;1671;0;true;;0;2150;0;2.0250000953674316;67;;0;0;0;;613
216;;0;1681;1676;0;true;;0;2160;0;2.0299999713897705;67;;0;0;0;;615
217;;0;1686;1681;0;true;;0;2170;0;2.0350000858306885;67;;0;0;0;;618
218;;0;1691;1686;0;true;;0;2180;0;2.0399999618530273;67;;0;0;0;;620
219;;0;1696;1691;0;true;;0;2190;0;2.0450000762939453;67;;0;0;0;;623
220;;0;1701;1696;0;true;;0;2200;0;2.049999952316284;67;;0;0;0;;625
221;;0;1706;1701;0;true;;0;2210;0;2.055000066757202;67;;0;0;0;;628
222;;0;1711;1706;0;true;;0;2220;0;2.059999942779541;67;;0;0;0;;630
223;;0;1716;1711;0;true;;0;2230;0;2.065000057220459;67;;0;0;0;;633
224;;0;1721;1716;0;true;;0;2240;0;2.069999933242798;67;;0;0;0;;635
225;;0;1726;1721;0;true;;0;2250;0;2.075000047683716;67;;0;0;0;;638
226;;0;1731;1726;0;true;;0;2260;0;2.0799999237060547;67;;0;0;0;;640
227;;0;1736;1731;0;true;;0;2270;0;2.0850000381469727;67;;0;0;0;;643
