Level;DisplayName;RequiredLevel;MaximumInfluence;InfluenceCost;CurrencyCost;SanityCheck;GameEventId;RecipeLevel;RollBonus;GatheringMultiplier;GatheringEfficiency;MaxGatherableLevel;IconTypeUnlock;GatherableLevelModifier;%Increase;Intensify;EntitlementId;XpReward
228;;0;1741;1736;0;true;;0;2280;0;2.0899999141693115;67;;0;0;0;;645
229;;0;1746;1741;0;true;;0;2290;0;2.0950000286102295;67;;0;0;0;;648
230;;0;1751;1746;0;true;;0;2300;0;2.0999999046325684;67;;0;0;0;;650
231;;0;1756;1751;0;true;;0;2310;0;2.1050000190734863;67;;0;0;0;;653
232;;0;1761;1756;0;true;;0;2320;0;2.109999895095825;67;;0;0;0;;655
233;;0;1766;1761;0;true;;0;2330;0;2.115000009536743;67;;0;0;0;;658
234;;0;1771;1766;0;true;;0;2340;0;2.119999885559082;67;;0;0;0;;660
235;;0;1776;1771;0;true;;0;2350;0;2.125;67;;0;0;0;;663
236;;0;1781;1776;0;true;;0;2360;0;2.130000114440918;67;;0;0;0;;665
237;;0;1786;1781;0;true;;0;2370;0;2.134999990463257;67;;0;0;0;;668
238;;0;1791;1786;0;true;;0;2380;0;2.140000104904175;67;;0;0;0;;670
239;;0;1796;1791;0;true;;0;2390;0;2.1449999809265137;67;;0;0;0;;673
240;;0;1801;1796;0;true;;0;2400;0;2.1500000953674316;67;;0;0;0;;675
241;;0;1806;1801;0;true;;0;2410;0;2.1549999713897705;67;;0;0;0;;678
242;;0;1811;1806;0;true;;0;2420;0;2.1600000858306885;67;;0;0;0;;680
243;;0;1816;1811;0;true;;0;2430;0;2.1649999618530273;67;;0;0;0;;683
244;;0;1821;1816;0;true;;0;2440;0;2.1700000762939453;67;;0;0;0;;685
245;;0;1826;1821;0;true;;0;2450;0;2.174999952316284;67;;0;0;0;;688
246;;0;1831;1826;0;true;;0;2460;0;2.180000066757202;67;;0;0;0;;690
247;;0;1836;1831;0;true;;0;2470;0;2.184999942779541;67;;0;0;0;;693
248;;0;1841;1836;0;true;;0;2480;0;2.190000057220459;67;;0;0;0;;695
249;;0;1846;1841;0;true;;0;2490;0;2.194999933242798;67;;0;0;0;;698
250;;0;1851;1846;0;true;;0;2500;0;2.200000047683716;67;;0;0;0;;700
251;;0;1856;1851;0;true;;0;2510;0;2.2049999237060547;67;;0;0;0;;703
252;;0;1861;1856;0;true;;0;2520;0;2.2100000381469727;67;;0;0;0;;705
253;;0;1866;1861;0;true;;0;2530;0;2.2149999141693115;67;;0;0;0;;708
254;;0;1871;1866;0;true;;0;2540;0;2.2200000286102295;67;;0;0;0;;710
255;;0;1876;1871;0;true;;0;2550;0;2.2249999046325684;67;;0;0;0;;713
256;;0;1881;1876;0;true;;0;2560;0;2.2300000190734863;67;;0;0;0;;715
257;;0;1886;1881;0;true;;0;2570;0;2.234999895095825;67;;0;0;0;;718
258;;0;1891;1886;0;true;;0;2580;0;2.240000009536743;67;;0;0;0;;720
259;;0;1896;1891;0;true;;0;2590;0;2.244999885559082;67;;0;0;0;;723
260;;0;1901;1896;0;true;;0;2600;0;2.25;67;;0;0;0;;725
261;;0;1906;1901;0;true;;0;2610;0;2.255000114440918;67;;0;0;0;;728
262;;0;1911;1906;0;true;;0;2620;0;2.259999990463257;67;;0;0;0;;730
263;;0;1916;1911;0;true;;0;2630;0;2.265000104904175;67;;0;0;0;;733
264;;0;1921;1916;0;true;;0;2640;0;2.2699999809265137;67;;0;0;0;;735
265;;0;1926;1921;0;true;;0;2650;0;2.2750000953674316;67;;0;0;0;;738
266;;0;1931;1926;0;true;;0;2660;0;2.2799999713897705;67;;0;0;0;;740
267;;0;1936;1931;0;true;;0;2670;0;2.2850000858306885;67;;0;0;0;;743
268;;0;1941;1936;0;true;;0;2680;0;2.2899999618530273;67;;0;0;0;;745
269;;0;1946;1941;0;true;;0;2690;0;2.2950000762939453;67;;0;0;0;;748
270;;0;1951;1946;0;true;;0;2700;0;2.299999952316284;67;;0;0;0;;750
271;;0;1956;1951;0;true;;0;2710;0;2.305000066757202;67;;0;0;0;;753
272;;0;1961;1956;0;true;;0;2720;0;2.309999942779541;67;;0;0;0;;755
273;;0;1966;1961;0;true;;0;2730;0;2.315000057220459;67;;0;0;0;;758
274;;0;1971;1966;0;true;;0;2740;0;2.319999933242798;67;;0;0;0;;760
275;;0;1976;1971;0;true;;0;2750;0;2.325000047683716;67;;0;0;0;;763
276;;0;1981;1976;0;true;;0;2760;0;2.3299999237060547;67;;0;0;0;;765
277;;0;1986;1981;0;true;;0;2770;0;2.3350000381469727;67;;0;0;0;;768
278;;0;1991;1986;0;true;;0;2780;0;2.3399999141693115;67;;0;0;0;;770
279;;0;1996;1991;0;true;;0;2790;0;2.3450000286102295;67;;0;0;0;;773
280;;0;2001;1996;0;true;;0;2800;0;2.3499999046325684;67;;0;0;0;;775
281;;0;2006;2001;0;true;;0;2810;0;2.3550000190734863;67;;0;0;0;;778
282;;0;2011;2006;0;true;;0;2820;0;2.359999895095825;67;;0;0;0;;780
283;;0;2016;2011;0;true;;0;2830;0;2.365000009536743;67;;0;0;0;;783
284;;0;2021;2016;0;true;;0;2840;0;2.369999885559082;67;;0;0;0;;785
285;;0;2026;2021;0;true;;0;2850;0;2.375;67;;0;0;0;;788
286;;0;2031;2026;0;true;;0;2860;0;2.380000114440918;67;;0;0;0;;790
287;;0;2036;2031;0;true;;0;2870;0;2.384999990463257;67;;0;0;0;;793
288;;0;2041;2036;0;true;;0;2880;0;2.390000104904175;67;;0;0;0;;795
289;;0;2046;2041;0;true;;0;2890;0;2.3949999809265137;67;;0;0;0;;798
290;;0;2051;2046;0;true;;0;2900;0;2.4000000953674316;67;;0;0;0;;800
291;;0;2056;2051;0;true;;0;2910;0;2.4049999713897705;67;;0;0;0;;803
292;;0;2061;2056;0;true;;0;2920;0;2.4100000858306885;67;;0;0;0;;805
293;;0;2066;2061;0;true;;0;2930;0;2.4149999618530273;67;;0;0;0;;808
294;;0;2071;2066;0;true;;0;2940;0;2.4200000762939453;67;;0;0;0;;810
295;;0;2076;2071;0;true;;0;2950;0;2.424999952316284;67;;0;0;0;;813
296;;0;2081;2076;0;true;;0;2960;0;2.430000066757202;67;;0;0;0;;815
297;;0;2086;2081;0;true;;0;2970;0;2.434999942779541;67;;0;0;0;;818
298;;0;2091;2086;0;true;;0;2980;0;2.440000057220459;67;;0;0;0;;820
299;;0;2096;2091;0;true;;0;2990;0;2.444999933242798;67;;0;0;0;;823
300;;0;2101;2096;0;true;;0;3000;0;2.450000047683716;67;;0;0;0;;825
301;;0;10000;2101;0;true;;0;3010;0;2.4600000381469727;67;;0;0;0;;828
302;;0;10000;10000;0;true;;0;3020;0;2.4700000286102295;67;;0;0;0;;830
303;;0;10000;10000;0;true;;0;3030;0;2.4800000190734863;67;;0;0;0;;833
304;;0;10000;10000;0;true;;0;3040;0;2.490000009536743;67;;0;0;0;;835
305;;0;10000;10000;0;true;;0;3050;0;2.5;67;;0;0;0;;838
306;;0;10000;10000;0;true;;0;3060;0;2.509999990463257;67;;0;0;0;;840
307;;0;10000;10000;0;true;;0;3070;0;2.5199999809265137;67;;0;0;0;;843
308;;0;10000;10000;0;true;;0;3080;0;2.5299999713897705;67;;0;0;0;;845
309;;0;10000;10000;0;true;;0;3090;0;2.5399999618530273;67;;0;0;0;;848
310;;0;10000;10000;0;true;;0;3100;0;2.549999952316284;67;;0;0;0;;850
311;;0;10000;10000;0;true;;0;3110;0;2.559999942779541;67;;0;0;0;;853
312;;0;10000;10000;0;true;;0;3120;0;2.569999933242798;67;;0;0;0;;855
313;;0;10000;10000;0;true;;0;3130;0;2.5799999237060547;67;;0;0;0;;858
314;;0;10000;10000;0;true;;0;3140;0;2.5899999141693115;67;;0;0;0;;860
315;;0;10000;10000;0;true;;0;3150;0;2.5999999046325684;67;;0;0;0;;863
316;;0;10000;10000;0;true;;0;3160;0;2.609999895095825;67;;0;0;0;;865
317;;0;10000;10000;0;true;;0;3170;0;2.619999885559082;67;;0;0;0;;868
318;;0;10000;10000;0;true;;0;3180;0;2.630000114440918;67;;0;0;0;;870
319;;0;10000;10000;0;true;;0;3190;0;2.640000104904175;67;;0;0;0;;873
320;;0;10000;10000;0;true;;0;3200;0;2.6500000953674316;67;;0;0;0;;875
321;;0;10000;10000;0;true;;0;3210;0;2.6600000858306885;67;;0;0;0;;878
322;;0;10000;10000;0;true;;0;3220;0;2.6700000762939453;67;;0;0;0;;880
323;;0;10000;10000;0;true;;0;3230;0;2.680000066757202;67;;0;0;0;;883
324;;0;10000;10000;0;true;;0;3240;0;2.690000057220459;67;;0;0;0;;885
325;;0;10000;10000;0;true;;0;3250;0;2.700000047683716;67;;0;0;0;;888
326;;0;10000;10000;0;true;;0;3260;0;2.7100000381469727;67;;0;0;0;;890
327;;0;10000;10000;0;true;;0;3270;0;2.7200000286102295;67;;0;0;0;;893
328;;0;10000;10000;0;true;;0;3280;0;2.7300000190734863;67;;0;0;0;;895
329;;0;10000;10000;0;true;;0;3290;0;2.740000009536743;67;;0;0;0;;898
330;;0;10000;10000;0;true;;0;3300;0;2.75;67;;0;0;0;;900
331;;0;10000;10000;0;true;;0;3310;0;2.759999990463257;67;;0;0;0;;903
332;;0;10000;10000;0;true;;0;3320;0;2.7699999809265137;67;;0;0;0;;905
333;;0;10000;10000;0;true;;0;3330;0;2.7799999713897705;67;;0;0;0;;908
334;;0;10000;10000;0;true;;0;3340;0;2.7899999618530273;67;;0;0;0;;910
335;;0;10000;10000;0;true;;0;3350;0;2.799999952316284;67;;0;0;0;;913
336;;0;10000;10000;0;true;;0;3360;0;2.809999942779541;67;;0;0;0;;915
337;;0;10000;10000;0;true;;0;3370;0;2.819999933242798;67;;0;0;0;;918
338;;0;10000;10000;0;true;;0;3380;0;2.8299999237060547;67;;0;0;0;;920
339;;0;10000;10000;0;true;;0;3390;0;2.8399999141693115;67;;0;0;0;;923
340;;0;10000;10000;0;true;;0;3400;0;2.8499999046325684;67;;0;0;0;;925
341;;0;10000;10000;0;true;;0;3410;0;2.859999895095825;67;;0;0;0;;928
342;;0;10000;10000;0;true;;0;3420;0;2.869999885559082;67;;0;0;0;;930
343;;0;10000;10000;0;true;;0;3430;0;2.880000114440918;67;;0;0;0;;933
344;;0;10000;10000;0;true;;0;3440;0;2.890000104904175;67;;0;0;0;;935
345;;0;10000;10000;0;true;;0;3450;0;2.9000000953674316;67;;0;0;0;;938
346;;0;10000;10000;0;true;;0;3460;0;2.9100000858306885;67;;0;0;0;;940
347;;0;10000;10000;0;true;;0;3470;0;2.9200000762939453;67;;0;0;0;;943
348;;0;10000;10000;0;true;;0;3480;0;2.930000066757202;67;;0;0;0;;945
349;;0;10000;10000;0;true;;0;3490;0;2.940000057220459;67;;0;0;0;;948
350;;0;10000;10000;0;true;;0;3500;0;2.950000047683716;67;;0;0;0;;950
351;;0;10000;10000;0;true;;0;3510;0;2.9600000381469727;67;;0;0;0;;953
352;;0;10000;10000;0;true;;0;3520;0;2.9700000286102295;67;;0;0;0;;955
353;;0;10000;10000;0;true;;0;3530;0;2.9800000190734863;67;;0;0;0;;958
354;;0;10000;10000;0;true;;0;3540;0;2.990000009536743;67;;0;0;0;;960
355;;0;10000;10000;0;true;;0;3550;0;3;67;;0;0;0;;963
356;;0;10000;10000;0;true;;0;3560;0;3.009999990463257;67;;0;0;0;;965
357;;0;10000;10000;0;true;;0;3570;0;3.0199999809265137;67;;0;0;0;;968
358;;0;10000;10000;0;true;;0;3580;0;3.0299999713897705;67;;0;0;0;;970
359;;0;10000;10000;0;true;;0;3590;0;3.0399999618530273;67;;0;0;0;;973
360;;0;10000;10000;0;true;;0;3600;0;3.049999952316284;67;;0;0;0;;975
361;;0;10000;10000;0;true;;0;3610;0;3.059999942779541;67;;0;0;0;;978
362;;0;10000;10000;0;true;;0;3620;0;3.069999933242798;67;;0;0;0;;980
363;;0;10000;10000;0;true;;0;3630;0;3.0799999237060547;67;;0;0;0;;983
364;;0;10000;10000;0;true;;0;3640;0;3.0899999141693115;67;;0;0;0;;985
365;;0;10000;10000;0;true;;0;3650;0;3.0999999046325684;67;;0;0;0;;988
366;;0;10000;10000;0;true;;0;3660;0;3.109999895095825;67;;0;0;0;;990
367;;0;10000;10000;0;true;;0;3670;0;3.119999885559082;67;;0;0;0;;993
368;;0;10000;10000;0;true;;0;3680;0;3.130000114440918;67;;0;0;0;;995
369;;0;10000;10000;0;true;;0;3690;0;3.140000104904175;67;;0;0;0;;998
370;;0;10000;10000;0;true;;0;3700;0;3.1500000953674316;67;;0;0;0;;1000
371;;0;10000;10000;0;true;;0;3710;0;3.1600000858306885;67;;0;0;0;;1003
372;;0;10000;10000;0;true;;0;3720;0;3.1700000762939453;67;;0;0;0;;1005
373;;0;10000;10000;0;true;;0;3730;0;3.180000066757202;67;;0;0;0;;1008
374;;0;10000;10000;0;true;;0;3740;0;3.190000057220459;67;;0;0;0;;1010
375;;0;10000;10000;0;true;;0;3750;0;3.200000047683716;67;;0;0;0;;1013
376;;0;10000;10000;0;true;;0;3760;0;3.2100000381469727;67;;0;0;0;;1015
377;;0;10000;10000;0;true;;0;3770;0;3.2200000286102295;67;;0;0;0;;1018
378;;0;10000;10000;0;true;;0;3780;0;3.2300000190734863;67;;0;0;0;;1020
379;;0;10000;10000;0;true;;0;3790;0;3.240000009536743;67;;0;0;0;;1023
380;;0;10000;10000;0;true;;0;3800;0;3.25;67;;0;0;0;;1025
381;;0;10000;10000;0;true;;0;3810;0;3.259999990463257;67;;0;0;0;;1028
382;;0;10000;10000;0;true;;0;3820;0;3.2699999809265137;67;;0;0;0;;1030
383;;0;10000;10000;0;true;;0;3830;0;3.2799999713897705;67;;0;0;0;;1033
384;;0;10000;10000;0;true;;0;3840;0;3.2899999618530273;67;;0;0;0;;1035
385;;0;10000;10000;0;true;;0;3850;0;3.299999952316284;67;;0;0;0;;1038
386;;0;10000;10000;0;true;;0;3860;0;3.309999942779541;67;;0;0;0;;1040
387;;0;10000;10000;0;true;;0;3870;0;3.319999933242798;67;;0;0;0;;1043
388;;0;10000;10000;0;true;;0;3880;0;3.3299999237060547;67;;0;0;0;;1045
389;;0;10000;10000;0;true;;0;3890;0;3.3399999141693115;67;;0;0;0;;1048
390;;0;10000;10000;0;true;;0;3900;0;3.3499999046325684;67;;0;0;0;;1050
391;;0;10000;10000;0;true;;0;3910;0;3.359999895095825;67;;0;0;0;;1053
392;;0;10000;10000;0;true;;0;3920;0;3.369999885559082;67;;0;0;0;;1055
393;;0;10000;10000;0;true;;0;3930;0;3.380000114440918;67;;0;0;0;;1058
394;;0;10000;10000;0;true;;0;3940;0;3.390000104904175;67;;0;0;0;;1060
395;;0;10000;10000;0;true;;0;3950;0;3.4000000953674316;67;;0;0;0;;1063
396;;0;10000;10000;0;true;;0;3960;0;3.4100000858306885;67;;0;0;0;;1065
397;;0;10000;10000;0;true;;0;3970;0;3.4200000762939453;67;;0;0;0;;1068
398;;0;10000;10000;0;true;;0;3980;0;3.430000066757202;67;;0;0;0;;1070
399;;0;10000;10000;0;true;;0;3990;0;3.440000057220459;67;;0;0;0;;1073
400;;0;10000;10000;0;true;;0;4000;0;3.450000047683716;67;;0;0;0;;1075
401;;0;10000;10000;0;true;;0;4010;0;3.4600000381469727;67;;0;0;0;;1078
402;;0;10000;10000;0;true;;0;4020;0;3.4700000286102295;67;;0;0;0;;1080
403;;0;10000;10000;0;true;;0;4030;0;3.4800000190734863;67;;0;0;0;;1083
404;;0;10000;10000;0;true;;0;4040;0;3.490000009536743;67;;0;0;0;;1085
405;;0;10000;10000;0;true;;0;4050;0;3.5;67;;0;0;0;;1088
406;;0;10000;10000;0;true;;0;4060;0;3.509999990463257;67;;0;0;0;;1090
407;;0;10000;10000;0;true;;0;4070;0;3.5199999809265137;67;;0;0;0;;1093
408;;0;10000;10000;0;true;;0;4080;0;3.5299999713897705;67;;0;0;0;;1095
409;;0;10000;10000;0;true;;0;4090;0;3.5399999618530273;67;;0;0;0;;1098
410;;0;10000;10000;0;true;;0;4100;0;3.549999952316284;67;;0;0;0;;1100
411;;0;10000;10000;0;true;;0;4110;0;3.559999942779541;67;;0;0;0;;1103
412;;0;10000;10000;0;true;;0;4120;0;3.569999933242798;67;;0;0;0;;1105
413;;0;10000;10000;0;true;;0;4130;0;3.5799999237060547;67;;0;0;0;;1108
414;;0;10000;10000;0;true;;0;4140;0;3.5899999141693115;67;;0;0;0;;1110
415;;0;10000;10000;0;true;;0;4150;0;3.5999999046325684;67;;0;0;0;;1113
416;;0;10000;10000;0;true;;0;4160;0;3.609999895095825;67;;0;0;0;;1115
417;;0;10000;10000;0;true;;0;4170;0;3.619999885559082;67;;0;0;0;;1118
418;;0;10000;10000;0;true;;0;4180;0;3.630000114440918;67;;0;0;0;;1120
419;;0;10000;10000;0;true;;0;4190;0;3.640000104904175;67;;0;0;0;;1123
420;;0;10000;10000;0;true;;0;4200;0;3.6500000953674316;67;;0;0;0;;1125
421;;0;10000;10000;0;true;;0;4210;0;3.6600000858306885;67;;0;0;0;;1128
422;;0;10000;10000;0;true;;0;4220;0;3.6700000762939453;67;;0;0;0;;1130
423;;0;10000;10000;0;true;;0;4230;0;3.680000066757202;67;;0;0;0;;1133
424;;0;10000;10000;0;true;;0;4240;0;3.690000057220459;67;;0;0;0;;1135
425;;0;10000;10000;0;true;;0;4250;0;3.700000047683716;67;;0;0;0;;1138
426;;0;10000;10000;0;true;;0;4260;0;3.7100000381469727;67;;0;0;0;;1140
427;;0;10000;10000;0;true;;0;4270;0;3.7200000286102295;67;;0;0;0;;1143
428;;0;10000;10000;0;true;;0;4280;0;3.7300000190734863;67;;0;0;0;;1145
429;;0;10000;10000;0;true;;0;4290;0;3.740000009536743;67;;0;0;0;;1148
430;;0;10000;10000;0;true;;0;4300;0;3.75;67;;0;0;0;;1150
431;;0;10000;10000;0;true;;0;4310;0;3.759999990463257;67;;0;0;0;;1153
432;;0;10000;10000;0;true;;0;4320;0;3.7699999809265137;67;;0;0;0;;1155
433;;0;10000;10000;0;true;;0;4330;0;3.7799999713897705;67;;0;0;0;;1158
434;;0;10000;10000;0;true;;0;4340;0;3.7899999618530273;67;;0;0;0;;1160
435;;0;10000;10000;0;true;;0;4350;0;3.799999952316284;67;;0;0;0;;1163
436;;0;10000;10000;0;true;;0;4360;0;3.809999942779541;67;;0;0;0;;1165
437;;0;10000;10000;0;true;;0;4370;0;3.819999933242798;67;;0;0;0;;1168
438;;0;10000;10000;0;true;;0;4380;0;3.8299999237060547;67;;0;0;0;;1170
439;;0;10000;10000;0;true;;0;4390;0;3.8399999141693115;67;;0;0;0;;1173
440;;0;10000;10000;0;true;;0;4400;0;3.8499999046325684;67;;0;0;0;;1175
441;;0;10000;10000;0;true;;0;4410;0;3.859999895095825;67;;0;0;0;;1178
442;;0;10000;10000;0;true;;0;4420;0;3.869999885559082;67;;0;0;0;;1180
443;;0;10000;10000;0;true;;0;4430;0;3.880000114440918;67;;0;0;0;;1183
444;;0;10000;10000;0;true;;0;4440;0;3.890000104904175;67;;0;0;0;;1185
445;;0;10000;10000;0;true;;0;4450;0;3.9000000953674316;67;;0;0;0;;1188
446;;0;10000;10000;0;true;;0;4460;0;3.9100000858306885;67;;0;0;0;;1190
447;;0;10000;10000;0;true;;0;4470;0;3.9200000762939453;67;;0;0;0;;1193
448;;0;10000;10000;0;true;;0;4480;0;3.930000066757202;67;;0;0;0;;1195
449;;0;10000;10000;0;true;;0;4490;0;3.940000057220459;67;;0;0;0;;1198
450;;0;10000;10000;0;true;;0;4500;0;3.950000047683716;67;;0;0;0;;1200
451;;0;10000;10000;0;true;;0;4510;0;3.9600000381469727;67;;0;0;0;;1203
452;;0;10000;10000;0;true;;0;4520;0;3.9700000286102295;67;;0;0;0;;1205
453;;0;10000;10000;0;true;;0;4530;0;3.9800000190734863;67;;0;0;0;;1208
454;;0;10000;10000;0;true;;0;4540;0;3.990000009536743;67;;0;0;0;;1210
455;;0;10000;10000;0;true;;0;4550;0;4;67;;0;0;0;;1213
456;;0;10000;10000;0;true;;0;4560;0;4.010000228881836;67;;0;0;0;;1215
457;;0;10000;10000;0;true;;0;4570;0;4.019999980926514;67;;0;0;0;;1218
458;;0;10000;10000;0;true;;0;4580;0;4.03000020980835;67;;0;0;0;;1220
459;;0;10000;10000;0;true;;0;4590;0;4.039999961853027;67;;0;0;0;;1223
460;;0;10000;10000;0;true;;0;4600;0;4.050000190734863;67;;0;0;0;;1225
461;;0;10000;10000;0;true;;0;4610;0;4.059999942779541;67;;0;0;0;;1228
462;;0;10000;10000;0;true;;0;4620;0;4.070000171661377;67;;0;0;0;;1230
463;;0;10000;10000;0;true;;0;4630;0;4.079999923706055;67;;0;0;0;;1233
464;;0;10000;10000;0;true;;0;4640;0;4.090000152587891;67;;0;0;0;;1235
465;;0;10000;10000;0;true;;0;4650;0;4.099999904632568;67;;0;0;0;;1238
466;;0;10000;10000;0;true;;0;4660;0;4.110000133514404;67;;0;0;0;;1240
467;;0;10000;10000;0;true;;0;4670;0;4.119999885559082;67;;0;0;0;;1243
468;;0;10000;10000;0;true;;0;4680;0;4.130000114440918;67;;0;0;0;;1245
469;;0;10000;10000;0;true;;0;4690;0;4.139999866485596;67;;0;0;0;;1248
470;;0;10000;10000;0;true;;0;4700;0;4.150000095367432;67;;0;0;0;;1250
471;;0;10000;10000;0;true;;0;4710;0;4.159999847412109;67;;0;0;0;;1253
472;;0;10000;10000;0;true;;0;4720;0;4.170000076293945;67;;0;0;0;;1255
473;;0;10000;10000;0;true;;0;4730;0;4.179999828338623;67;;0;0;0;;1258
474;;0;10000;10000;0;true;;0;4740;0;4.190000057220459;67;;0;0;0;;1260
475;;0;10000;10000;0;true;;0;4750;0;4.199999809265137;67;;0;0;0;;1263
476;;0;10000;10000;0;true;;0;4760;0;4.210000038146973;67;;0;0;0;;1265
477;;0;10000;10000;0;true;;0;4770;0;4.21999979019165;67;;0;0;0;;1268
478;;0;10000;10000;0;true;;0;4780;0;4.230000019073486;67;;0;0;0;;1270
479;;0;10000;10000;0;true;;0;4790;0;4.239999771118164;67;;0;0;0;;1273
480;;0;10000;10000;0;true;;0;4800;0;4.25;67;;0;0;0;;1275
481;;0;10000;10000;0;true;;0;4810;0;4.260000228881836;67;;0;0;0;;1278
482;;0;10000;10000;0;true;;0;4820;0;4.269999980926514;67;;0;0;0;;1280
483;;0;10000;10000;0;true;;0;4830;0;4.28000020980835;67;;0;0;0;;1283
484;;0;10000;10000;0;true;;0;4840;0;4.289999961853027;67;;0;0;0;;1285
485;;0;10000;10000;0;true;;0;4850;0;4.300000190734863;67;;0;0;0;;1288
486;;0;10000;10000;0;true;;0;4860;0;4.309999942779541;67;;0;0;0;;1290
487;;0;10000;10000;0;true;;0;4870;0;4.320000171661377;67;;0;0;0;;1293
488;;0;10000;10000;0;true;;0;4880;0;4.329999923706055;67;;0;0;0;;1295
489;;0;10000;10000;0;true;;0;4890;0;4.340000152587891;67;;0;0;0;;1298
490;;0;10000;10000;0;true;;0;4900;0;4.349999904632568;67;;0;0;0;;1300
491;;0;10000;10000;0;true;;0;4910;0;4.360000133514404;67;;0;0;0;;1303
492;;0;10000;10000;0;true;;0;4920;0;4.369999885559082;67;;0;0;0;;1305
493;;0;10000;10000;0;true;;0;4930;0;4.380000114440918;67;;0;0;0;;1308
494;;0;10000;10000;0;true;;0;4940;0;4.389999866485596;67;;0;0;0;;1310
495;;0;10000;10000;0;true;;0;4950;0;4.400000095367432;67;;0;0;0;;1313
496;;0;10000;10000;0;true;;0;4960;0;4.409999847412109;67;;0;0;0;;1315
497;;0;10000;10000;0;true;;0;4970;0;4.420000076293945;67;;0;0;0;;1318
498;;0;10000;10000;0;true;;0;4980;0;4.429999828338623;67;;0;0;0;;1320
499;;0;10000;10000;0;true;;0;4990;0;4.440000057220459;67;;0;0;0;;1323
500;;0;10000;10000;0;true;;0;5000;0;4.449999809265137;67;;0;0;0;;1325